iter	Logloss
640	0.1783008257
641	0.1781741426
642	0.1780681514
643	0.1779972643
644	0.1778894596
645	0.1778160654
646	0.1777517756
647	0.177633229
648	0.1775413305
649	0.177460232
650	0.1773123255
651	0.1771978115
652	0.1770856396
653	0.1769968075
654	0.1768618938
655	0.1768211424
656	0.1767268352
657	0.1766255165
658	0.1765604512
659	0.1764375221
660	0.1763095924
661	0.176205106
662	0.1760824171
663	0.1760297384
664	0.1759703919
665	0.175852518
666	0.1757965664
667	0.1756825787
668	0.1755671227
669	0.1754929027
670	0.1753859654
671	0.1752789599
672	0.1752312496
673	0.1751068902
674	0.1750101497
675	0.1749443196
676	0.174837674
677	0.1747403355
678	0.1745987954
679	0.1745426901
680	0.1744730228
681	0.1743831857
682	0.1742583477
683	0.1740774011
684	0.1739927575
685	0.1739550958
686	0.1738675116
687	0.1737532388
688	0.1736478246
689	0.1735461932
690	0.1734714136
691	0.1733789877
692	0.1733311148
693	0.1731978496
694	0.1731370022
695	0.1730830145
696	0.172980433
697	0.1728976503
698	0.1727928238
699	0.1726837673
700	0.1726187472
701	0.1725124902
702	0.1723955157
703	0.172343753
704	0.1722836645
705	0.1721772117
706	0.1721172918
707	0.1720182305
708	0.1719154472
709	0.1718502764
710	0.1717793113
711	0.1717077896
712	0.1716496774
713	0.1715473417
714	0.1713851905
715	0.1711985336
716	0.1711082217
717	0.1710326242
718	0.1708906543
719	0.1707276628
720	0.1706681897
721	0.1705874835
722	0.1705369139
723	0.1704441062
724	0.1703956882
725	0.1703120929
726	0.1702311388
727	0.1700979094
728	0.1700595281
729	0.1699809411
730	0.16986777
731	0.1697766757
732	0.1696823082
733	0.1695710243
734	0.1694381359
735	0.169360586
736	0.1693169145
737	0.1692560969
738	0.16918549
739	0.1690167732
740	0.1688634947
741	0.1687588508
742	0.1686618483
743	0.1685968456
744	0.1685612267
745	0.1685180031
746	0.168441555
747	0.1683293649
748	0.1682096724
749	0.1681765768
750	0.1680522737
751	0.1679239773
752	0.1678913708
753	0.1678280448
754	0.1676928999
755	0.1675571209
756	0.1674869598
757	0.1674036107
758	0.1673371872
759	0.1672552492
760	0.167159846
761	0.1670840838
762	0.1670181625
763	0.1668906731
764	0.1667607476
765	0.1667216572
766	0.166643645
767	0.1665211087
768	0.1664133983
769	0.1663157525
770	0.1662440737
771	0.1661976066
772	0.1661419691
773	0.1661092376
774	0.1660153871
775	0.1659585538
776	0.1658963738
777	0.1657826244
778	0.1656995413
779	0.1656262416
780	0.1655409358
781	0.1654209208
782	0.1653254759
783	0.1652817258
784	0.1651809055
785	0.1651268073
786	0.1649722746
787	0.1648676561
788	0.1647955467
789	0.164695631
790	0.1646446858
791	0.1645982195
792	0.1644735846
793	0.1643690633
794	0.1642958132
795	0.1642184221
796	0.164156864
797	0.1640396606
798	0.1639706913
799	0.163856091
800	0.1637758458
801	0.1637027053
802	0.1635841244
803	0.1634818925
804	0.1633892707
805	0.1633013552
806	0.1632131395
807	0.1631622967
808	0.163041452
809	0.1630089527
810	0.1629136236
811	0.1628403904
812	0.1627741276
813	0.1626977608
814	0.1626221399
815	0.1625288927
816	0.1624045342
817	0.1623392837
818	0.1622744177
819	0.1621883564
820	0.1621383449
821	0.1620402196
822	0.1619286813
823	0.1618264966
824	0.1617491707
825	0.1616814215
826	0.1616163483
827	0.1615469831
828	0.1614357227
829	0.161373254
830	0.1612930922
831	0.161207269
832	0.1611008401
833	0.1609741257
834	0.1609234798
835	0.1608269775
836	0.1607408662
837	0.1606697875
838	0.1605990843
839	0.1605389756
840	0.1604462308
841	0.1604034725
842	0.160317289
843	0.1602237454
844	0.1601024285
845	0.1599242288
846	0.1597802363
847	0.1596857009
848	0.1596165957
849	0.159551855
850	0.1594561204
851	0.1593348844
852	0.1592322223
853	0.1591723032
854	0.1590559145
855	0.158954951
856	0.1588942102
857	0.1587891709
858	0.1587342349
859	0.1586920222
860	0.1586210116
861	0.1585672919
862	0.1584904935
863	0.1584048438
864	0.1583492395
865	0.1582165028
866	0.1581193061
867	0.1580826663
868	0.1579802835
869	0.1578963775
870	0.1578319789
871	0.1577494849
872	0.1576790868
873	0.1576143131
874	0.15753011
875	0.1574905913
876	0.1574047627
877	0.1573718517
878	0.1573428237
879	0.1572895385
880	0.1571537913
881	0.1570970164
882	0.1570352657
883	0.1569227844
884	0.1567888236
885	0.1566780901
886	0.1565803471
887	0.156515048
888	0.1564656365
889	0.1564398132
890	0.1563570482
891	0.15625362
892	0.1561467569
893	0.156078185
894	0.1560227132
895	0.1559594328
896	0.1558446815
897	0.1557639752
898	0.155689236
899	0.1556203324
900	0.1555514508
901	0.1554671008
902	0.1553809297
903	0.1553200559
904	0.1552559296
905	0.1551598751
906	0.155050205
907	0.1549424456
908	0.1548828059
909	0.1548440569
910	0.1547467141
911	0.154696985
912	0.1546496533
913	0.1545730972
914	0.1544869368
915	0.1544077378
916	0.1543518024
917	0.1542427003
918	0.1541584823
919	0.1540629049
920	0.1539505524
921	0.1538595581
922	0.1538241175
923	0.1537120771
924	0.1536477764
925	0.1536022329
926	0.1535426578
927	0.1534868527
928	0.1534041556
929	0.1533505795
930	0.1532744538
931	0.1531948676
932	0.1531374101
933	0.1530413366
934	0.1529828123
935	0.1529381008
936	0.1528698144
937	0.1527886536
938	0.1526660711
939	0.1525634007
940	0.1525044384
941	0.1523877492
942	0.1523123974
943	0.1522418251
944	0.1521922863
945	0.1521077039
946	0.1520483649
947	0.1519939144
948	0.1519014568
949	0.1518536705
950	0.1517484015
951	0.1516668832
952	0.1516065316
953	0.1515261328
954	0.1514597623
955	0.1513577893
956	0.1512988856
957	0.1511957004
958	0.1511285538
959	0.1510595325
960	0.150984729
961	0.1509276667
962	0.150838901
963	0.1507314864
964	0.1506346361
965	0.1505436712
966	0.1504703415
967	0.1503884726
968	0.1503193266
969	0.150239616
970	0.1501799824
971	0.150133882
972	0.1500799217
973	0.149983852
974	0.1498400441
975	0.1497834792
976	0.1497129311
977	0.1496327001
978	0.1495489398
979	0.1494988442
980	0.1494079118
981	0.14934131
982	0.149234227
983	0.1491296496
984	0.1490606153
985	0.1489926863
986	0.1489015308
987	0.148845793
988	0.1487858802
989	0.148688635
990	0.1486297782
991	0.1485111985
992	0.1484195295
993	0.1483349303
994	0.1482481316
995	0.1481784332
996	0.148098796
997	0.1480155463
998	0.1479368836
999	0.1478901067
